"Tree.ID","X.Ally","Y.Ally","Elevation.Ally","Total.Height.Ally","Height.To.Crown.Base.Ally","Max.Crown.Diameter.Ally","Min.Crown.Diameter.Ally","Crown.Rotation.Ally","R.Ally","G.Ally","B.Ally","DBH.Ally","Lean.Angle.From.Vertical.Ally","Lean.Azimuth.Ally","Status.Code.Ally","TopX.Ally","TopY.Ally","X.Bob","Y.Bob","Elevation.Bob","Total.Height.Bob","Height.To.Crown.Base.Bob","Max.Crown.Diameter.Bob","Min.Crown.Diameter.Bob","Crown.Rotation.Bob","R.Bob","G.Bob","B.Bob","DBH.Bob","Lean.Angle.From.Vertical.Bob","Lean.Azimuth.Bob","Status.Code.Bob","TopX.Bob","TopY.Bob","diffX","diffY","diffTopX","diffTopY","diff","diffTop","PlotID","Study","Year","Plot_Number","Plot_Name","Tag_Num","Species","DBH_cm","LiDAR_visible","Distance","Azimuth","Anomaly_Num","Anomaly1","Anomaly2","Anomaly3","Bear_damage_percent","Note","Xfield","Yfield","hanusHt","fvsHt","origdiffX.Ally","origdiffY.Ally","origdiff.Ally","origdiffX.Bob","origdiffY.Bob","origdiff.Bob","heightdiff"
"26_17_TSHE",411042.401,5276877.5895,237.716486,31.538407,18.923044,4.563406,4.563406,0,244,120,50,0.409,0.788836,314.253517,0,411042.090000077,5276877.89249992,411042.407356,5276877.648136,-32767,31.536082,18.92165,4.563406,4.563406,0,244,120,50,0.409,0.796083,313.751621,0,411042.090855946,5276877.95113605,-0.00635599996894598,-0.05863600037992,-0.000855868507642299,-0.0586361289024353,0.0589794818234208,0.0586423748117808,26,"T3",2021,26,"26_A_Alt-2_Poly",17,"TSHE",40.9,"Y",17.6,37,0,0,NA,NA,NA,NA,411041.820194407,5276877.77598498,34.5515176085368,28.5212879647261,0.580805592995603,-0.186484980396926,0.610009659569925,0.587161592964549,-0.127848980017006,0.600919377241286,0.00232499999999902
"26_18_PSME",411045.724,5276871.572,240.216523,35.530973,21.318584,5.112267,5.112267,0,244,120,50,0.514,0.917519,263.237215,0,411045.158999699,5276871.50499996,411045.841856,5276871.589635,-32767,35.426745,21.256048,5.112267,5.112267,0,244,120,50,0.514,1.10387,267.816761,0,411045.159856094,5276871.56363501,-0.117856000026222,-0.0176349999383092,-0.000856395694427192,-0.0586350429803133,0.119168074436927,0.0586412967019712,26,"T3",2021,26,"26_A_Alt-2_Poly",18,"PSME",51.4,"Y",16.1,69,0,0,NA,NA,NA,NA,411046.258894866,5276869.48972399,37.4951690431022,31.9516714764524,-0.534894865995739,2.08227600995451,2.14988043837342,-0.417038865969516,2.09991100989282,2.14092215299815,0.104228000000006
"26_20_TSHE",411039.784107,5276865.759069,238.310454,29.916389,17.949834,3.23347,3.23347,0,244,120,50,0.26,2.463622,57.527109,0,411040.868999759,5276866.44950049,411041.025168,5276866.718824,-32767,29.366137,17.619682,3.23347,3.23347,0,244,120,50,0.26,0.700673,234.077417,0,411040.734356131,5276866.50813658,-1.24106100003701,-0.959754999727011,0.13464362808736,-0.0586360860615969,1.56887286461136,0.146857404216302,26,"T3",2021,26,"26_A_Alt-2_Poly",20,"TSHE",26,"Y",9.7,80,0,0,NA,NA,NA,NA,411040.780885204,5276865.40438732,25.1073523407525,20.2091845134444,-0.996778203989379,0.354681679978967,1.05800088944244,0.244282796047628,1.31443667970598,1.33694348025686,0.550252
"26_22_PSME",411047.575,5276864.779,242.322509,34.666732,20.80004,4.612023,4.612023,0,244,120,50,0.435,1.064593,304.627641,0,411047.044999757,5276865.14500017,411047.03001,5276865.415298,-32767,35.094259,21.056556,4.612023,4.612023,0,244,120,50,0.435,0.346533,175.718512,0,411047.045856131,5276865.20363657,0.544990000023972,-0.636297999881208,-0.000856373284477741,-0.0586364045739174,0.837788305468007,0.058642657823111,26,"T3",2021,26,"26_A_Alt-2_Poly",22,"PSME",43.5,"Y",16.9,89,0,0,NA,NA,NA,NA,411048.125676048,5276864.01494567,33.3428496906742,28.8251410431465,-0.550676047976594,0.764054330065846,0.941819053272703,-1.09566604800057,1.40035232994705,1.77805251236552,0.427526999999998
"26_25_TSHE",411042.002,5276852.1345,240.86198,34.520866,20.712519,4.555555,4.555555,0,244,120,50,0.408,0.87853,225.574087,0,411041.623999981,5276851.76399998,411041.876336,5276852.254108,-32767,34.596322,20.757793,4.555555,4.555555,0,244,120,50,0.408,0.167426,261.482575,0,411041.776356012,5276852.2391348,0.125663999991957,-0.119607999920845,-0.152356031408999,-0.475134819746017,0.173486352601706,0.49896438474282,26,"T3",2021,26,"26_A_Alt-2_Poly",25,"TSHE",40.8,"Y",16.6,138,0,0,NA,NA,NA,NA,411042.335818065,5276851.3837959,34.4963066561815,28.4722173423941,-0.333818065002561,0.750704099424183,0.821578447510844,-0.459482064994518,0.870312099345028,0.984157974269363,0.0754560000000026
"26_27_PSME",411036.457,5276855.02,237.614315,42.277946,25.366767,4.959468,4.959468,0,244,120,50,0.489,0.088495,297.349876,0,411036.398999839,5276855.05000008,411036.297356,5276854.988136,-32767,42.321408,25.392844,4.959468,4.959468,0,244,120,50,0.489,0.214172,40.385234,0,411036.399855788,5276855.10863575,0.159643999999389,0.0318639995530248,-0.000855949765536934,-0.0586356651037931,0.162792878232803,0.0586419122485387,26,"T3",2021,26,"26_A_Alt-2_Poly",27,"PSME",48.9,"Y",10.8,152,0,0,NA,NA,NA,NA,411036.298542878,5276854.184166,36.2222634854711,30.9966740669939,0.15845712198643,0.835833999328315,0.850721537250226,-0.00118687801295891,0.80396999977529,0.803970875851917,0.0434619999999981
"26_28_PSME",411034.9075,5276851.6715,236.42917,38.290121,22.974072,4.859097,4.859097,0,244,120,50,0.473,0.227971,51.66323,0,411035.027000088,5276851.76600007,411034.683356,5276851.648636,-32767,38.434345,23.060606,4.859097,4.859097,0,244,120,50,0.473,0.576711,62.938177,0,411035.027856257,5276851.82463613,0.224143999977969,0.022863999940455,-0.000856169208418578,-0.0586360627785325,0.225307113113192,0.0586423130843374,26,"T3",2021,26,"26_A_Alt-2_Poly",28,"PSME",47.3,"Y",13.5,162,0,0,NA,NA,NA,NA,411035.399979424,5276850.88073703,35.3882516700756,30.3693538739879,-0.492479424050543,0.790762970224023,0.931580408870149,-0.716623424028512,0.767898970283568,1.05034183027665,0.144224000000001
"26_31_PSME",411029.8045,5276852.2185,233.128891,34.076489,20.445893,4.164745,4.164745,0,244,120,50,0.371,0.275402,30.243847,0,411029.886999891,5276852.35999982,411029.805356,5276852.277135,-32767,34.076489,20.445893,4.164745,4.164745,0,244,120,50,0.371,0.275402,30.243847,0,411029.887855891,5276852.41863482,-0.000855999998748302,-0.0586349992081523,-0.000855999998748302,-0.0586349992081523,0.0586412471570811,0.0586412471570811,26,"T3",2021,26,"26_A_Alt-2_Poly",31,"PSME",37.1,"Y",12.3,182,0,0,NA,NA,NA,NA,411030.79898619,5276851.42749283,29.6700405509073,26.0296551957178,-0.994486189971212,0.791007170453668,1.27070654588405,-0.993630189972464,0.84964216966182,1.30736099486422,0
"26_37_TSHE",411020.781,5276853.208,226.30897,34.092917,20.455751,4.71788,4.71788,0,244,120,50,0.429,0.603837,274.869586,0,411020.423000198,5276853.23849999,411020.781856,5276853.266636,-32767,34.092918,20.455751,4.71788,4.71788,0,244,120,50,0.429,0.603837,274.869586,0,411020.423856187,5276853.29713599,-0.000855999998748302,-0.05863600037992,-0.000855989463161677,-0.0586360013112426,0.0586422482221805,0.058642248999617,26,"T3",2021,26,"26_A_Alt-2_Poly",37,"TSHE",42.9,"Y",14.6,222,0,0,NA,NA,NA,NA,411021.458943147,5276852.87008555,35.6367351903014,29.4867482847575,-0.677943146962207,0.337914450094104,0.757491310904238,-0.677087146963459,0.396550450474024,0.784665065078258,9.99999997475243e-07
"26_38_TSHE",411020.8425,5276857.873,227.31302,29.856006,17.913603,4.154874,4.154874,0,244,120,50,0.359,0.475273,184.168033,0,411020.824499994,5276857.62599992,411020.833856,5276857.950136,-32767,29.863735,17.918241,4.154874,4.154874,0,244,120,50,0.359,0.625834,215.517259,0,411020.644355923,5276857.68463589,0.00864400004502386,-0.0771360006183386,0.180144071346149,-0.0586359715089202,0.0776188207084513,0.189446730232964,26,"T3",2021,26,"26_A_Alt-2_Poly",38,"TSHE",35.9,"Y",11.9,237,0,0,NA,NA,NA,NA,411021.248070241,5276857.23879548,31.6712575002336,25.9679636711049,-0.405570240982343,0.634204519912601,0.752796515300149,-0.414214241027366,0.711340520530939,0.823151731832658,0.00772899999999765
"26_43_PSME",411022.761,5276866.777,228.737845,41.998813,25.199288,5.770292,5.770292,0,244,120,50,0.631,2.18946,32.115152,0,411023.614000173,5276868.1360003,411022.794011,5276867.272847,-32767,41.936252,25.161751,5.770292,5.770292,0,244,120,50,0.631,1.686609,41.684792,0,411023.614856295,5276868.19463605,-0.0330110000213608,-0.495846999809146,-0.000856121303513646,-0.0586357554420829,0.496944638105837,0.0586420050812562,26,"T3",2021,26,"26_A_Alt-2_Poly",43,"PSME",63.1,"Y",8.3,287,0,0,NA,NA,NA,NA,411023.290920525,5276866.14668515,43.0178573504224,36.064325248925,-0.529920524975751,0.630314849317074,0.823475908609463,-0.49690952495439,1.12616184912622,1.23091818835282,0.0625609999999952
"26_47_TSHE",411026.42845,5276870.417817,231.027473,34.796131,20.877678,4.725478,4.725478,0,244,120,50,0.43,0.297238,260.331323,0,411026.250500198,5276870.3874996,411026.200861,5276870.811335,-32767,35.104722,21.062832,4.725478,4.725478,0,244,120,50,0.43,0.756143,115.398137,0,411026.619355658,5276870.6126358,0.227589000016451,-0.393517999909818,-0.368855459732004,-0.225136202760041,0.454591211069365,0.432135002015942,26,"T3",2021,26,"26_A_Alt-2_Poly",47,"TSHE",43,"Y",7.4,319,0,0,NA,NA,NA,NA,411026.373413185,5276869.30485089,35.6900679335195,29.5342405632889,0.0550368149997666,1.11296610999852,1.11432608019851,-0.172552185016684,1.50648410990834,1.51633394407708,0.308591
"26_50_TSHE",411031.004,5276872.3935,233.005151,34.175216,20.50513,5.457846,5.457846,0,244,120,50,0.534,0.790452,101.5006,0,411031.466000178,5276872.29949996,411031.004856,5276872.452135,-32767,34.173936,20.504362,5.457846,5.457846,0,244,120,50,0.534,0.790481,101.5006,0,411031.466855823,5276872.35813504,-0.000855999998748302,-0.0586350001394749,-0.000855644349940121,-0.0586350727826357,0.0586412480883045,0.0586413155333215,26,"T3",2021,26,"26_A_Alt-2_Poly",50,"TSHE",53.4,"Y",7,358,0,0,NA,NA,NA,NA,411030.983953523,5276870.71573579,40.8104679206921,34.1115381534211,0.0200464770314284,1.67776420991868,1.67788396658572,0.0209024770301767,1.73639921005815,1.73652501572438,0.00128000000000128
"26_53_TSHE",411033.843,5276866.652,235.899907,34.062831,20.437699,4.740641,4.740641,0,244,120,50,0.432,1.39424,245.553185,0,411033.088500101,5276866.30900005,411033.144697,5276866.574884,-32767,34.50769,20.704613,4.740641,4.740641,0,244,120,50,0.432,0.42926,275.494019,0,411032.887355425,5276866.59963606,0.698303000011947,0.0771159995347261,0.201144676248077,-0.290636010468006,0.702548188532235,0.353452219350371,26,"T3",2021,26,"26_A_Alt-2_Poly",53,"TSHE",43.2,"Y",3.7,55,0,0,NA,NA,NA,NA,411034.259112564,5276865.84223281,35.7964746100381,29.6290069697957,-0.416112563980278,0.809767189435661,0.910424388397395,-1.11441556399222,0.732651189900935,1.33367905259525,0.444858999999994
"26_55_PSME",411040.472865,5276870.594665,237.458832,32.327039,19.396223,3.71115,3.71115,0,244,120,50,0.312,0.860321,278.910029,0,411039.993335985,5276870.66984324,411040.206113,5276870.198634,-32767,32.325414,19.395248,3.71115,3.71115,0,244,120,50,0.312,0.917057,332.033879,0,411039.963493765,5276870.65558604,0.266752000025008,0.396031000651419,0.0298422198975459,0.0142571954056621,0.47749050565881,0.0330730359847522,26,"T3",2021,26,"26_A_Alt-2_Poly",55,"PSME",31.2,"Y",9.8,55,0,0,NA,NA,NA,NA,411039.255940034,5276869.34104908,25.9902654837119,23.1946874773278,1.21692496602191,1.25361592043191,1.74712885869582,0.950172965996899,0.857584919780493,1.27995334287866,0.0016249999999971
"26_56_TSHE",411040.9415,5276862.5975,238.990108,33.592894,20.155736,4.648961,4.648961,0,244,120,50,0.42,0.277232,161.342112,0,411040.993500004,5276862.44349998,411040.994356,5276862.502136,-32767,33.545579,20.127347,4.648961,4.648961,0,244,120,50,0.42,0.01,90,0,411041.000210808,5276862.502136,-0.0528559999656864,0.0953639997169375,-0.00671080400934443,-0.0586360162124038,0.10903233086743,0.0590187875825411,26,"T3",2021,26,"26_A_Alt-2_Poly",56,"TSHE",42,"Y",10.2,99,0,0,NA,NA,NA,NA,411041.302671074,5276862.12436846,35.1528091265031,29.0560074673429,-0.361171073978767,0.473131540231407,0.595229366749255,-0.30831507401308,0.377767540514469,0.487613063329975,0.0473150000000047
"26_57_PSME",411037.25017,5276860.782913,237.66386,33.98085,20.388511,4.833676,4.833676,0,244,120,50,0.469,1.951344,325.632348,0,411036.596999963,5276861.73800006,411036.50381,5276861.759147,-32767,34.34091,20.604547,4.833676,4.833676,0,244,120,50,0.469,0.314409,213.845362,0,411036.39885557,5276861.60263614,0.746359999990091,-0.976233999244869,0.19814439304173,0.135363924317062,1.22885559398444,0.239967898895646,26,"T3",2021,26,"26_A_Alt-2_Poly",57,"PSME",46.9,"Y",6.7,116,0,0,NA,NA,NA,NA,411037.25017011,5276860.78291332,35.1773007992084,30.2104744758754,-1.10012479126453e-07,-3.19443643093109e-07,3.37856458686446e-07,-0.74636011000257,0.976233679801226,1.22885540702773,0.360060000000004
"26_59_PSME",411031.758,5276856.6945,234.911826,34.89195,20.93517,4.605346,4.605346,0,244,120,50,0.434,0.844649,334.306774,0,411031.534999984,5276857.15800004,411031.758856,5276856.753135,-32767,34.903294,20.941976,4.605346,4.605346,0,244,120,50,0.434,1.686685,324.608195,0,411031.163855912,5276857.59063512,-0.000855999998748302,-0.0586350001394749,0.371144071745221,-0.432635081931949,0.0586412480883045,0.570018452429292,26,"T3",2021,26,"26_A_Alt-2_Poly",59,"PSME",43.4,"Y",7.9,171,0,0,NA,NA,NA,NA,411032.464082274,5276855.91726211,33.2877367419626,28.7834149495011,-0.70608227403136,0.777237890288234,1.05007186220801,-0.705226274032611,0.835872890427709,1.0936304615993,0.0113440000000011
"26_61_PSME",411027.104685,5276858.533267,231.430345,35.768797,21.461279,4.414534,4.414534,0,244,120,50,0.406,0.757696,328.138165,0,411026.854999541,5276858.93499969,411026.878373,5276859.174046,-32767,35.923106,21.553864,4.414534,4.414534,0,244,120,50,0.406,0.593538,166.877832,0,411026.962856456,5276858.81163522,0.226312000013422,-0.640779000706971,-0.107856915274169,0.123364476487041,0.679569605777877,0.163865518738327,26,"T3",2021,26,"26_A_Alt-2_Poly",61,"PSME",40.6,"Y",6.5,211,0,0,NA,NA,NA,NA,411027.880502513,5276858.14841255,31.7161830516253,27.5908381480409,-0.77581751300022,0.384854449890554,0.866028729938221,-1.00212951301364,1.02563345059752,1.4339412595492,0.154308999999998
"26_65_TSHE",411030.155042,5276863.951026,233.705764,32.545283,19.527169,4.444316,4.444316,0,244,120,50,0.394,2.018809,42.188969,0,411030.925000319,5276864.80050032,411030.644086,5276864.795947,-32767,32.190057,19.314034,4.444316,4.444316,0,244,120,50,0.394,0.557504,204.367826,0,411030.514856376,5276864.51063612,-0.489043999987189,-0.844921000301838,0.410143942513969,0.289864203892648,0.976245630297277,0.50223431810184,26,"T3",2021,26,"26_A_Alt-2_Poly",65,"TSHE",39.4,"Y",0,0,0,0,NA,NA,NA,"65 is turning point tree; used flagging tape on ground instead of pin flags to mark 2 GPS locations",411031.22825,5276863.72,33.7134884564008,27.7769741524556,-1.07320799998706,0.231026000343263,1.09779252323508,-0.584163999999873,1.0759470006451,1.22429960675198,0.355225999999995
"26_9_TSHE",411020.867,5276876.196,226.325875,31.794226,19.076536,4.137819,4.137819,0,244,120,50,0.357,0.479296,244.976599,0,411020.625999846,5276876.08349993,411020.867856,5276876.254635,-32767,31.794821,19.076893,4.137819,4.137819,0,244,120,50,0.357,0.6088,259.338671,0,411020.535856123,5276876.19213502,-0.000855999998748302,-0.0586349992081523,0.0901437232387252,-0.10863509401679,0.0586412471570811,0.141164706960971,26,"T3",2021,26,"26_A_Alt-2_Poly",9,"TSHE",35.7,"Y",15.2,319,0,0,NA,NA,NA,NA,411021.256152759,5276875.19158562,31.5506661666887,25.861370213375,-0.38915275898762,1.00441438052803,1.0771667083786,-0.388296758988872,1.06304937973619,1.13174571207438,0.000595000000000567
"27_1_TSHE",411111.971,5276642.214,260.086512,34.159497,20.495698,4.214115,4.214115,0,244,120,50,0.366,0.981433,94.853096,0,411112.553999874,5276642.16450001,411112.43349,5276642.179301,-32767,34.226188,20.535712,4.214115,4.214115,0,244,120,50,0.366,0.215183,90.302403,0,411112.562029554,5276642.17862257,-0.462490000005346,0.0346989994868636,-0.00802967947674915,-0.0141225578263402,0.463789845372162,0.0162456884143963,27,"T3",2021,27,"27_A_Alt-2_Planned",1,"TSHE",36.6,"Y",14.9,320,0,0,NA,NA,NA,NA,411111.576214616,5276641.7511622,32.0899067191553,26.3382191481545,0.394785384007264,0.462837799452245,0.608337347224021,0.85727538401261,0.428138799965382,0.958240009637337,0.0666909999999987
"27_17_TSHE",411131.5155,5276618.5345,273.375857,29.917425,17.950454,3.774874,3.774874,0,244,120,50,0.316,0.710039,259.902496,0,411131.150499752,5276618.46949996,411131.52353,5276618.548624,-32767,29.916295,17.949776,3.774874,3.774874,0,244,120,50,0.316,0.506784,255.779948,0,411131.26703007,5276618.48362402,-0.0080300000263378,-0.0141239995136857,-0.11653031775495,-0.0141240563243628,0.0162471001315798,0.117383150081788,27,"T3",2021,27,"27_A_Alt-2_Planned",17,"TSHE",31.6,"Y",15.2,134,0,0,NA,NA,NA,NA,411132.087714965,5276619.77829277,28.9769463703498,23.5929655295215,-0.572214965010062,-1.24379276949912,1.36910570068193,-0.564184964983724,-1.22966876998544,1.35291905101199,0.00112999999999985
"27_19_TSHE",411126.912,5276615.3695,273.959088,32.770729,19.662438,4.42822,4.42822,0,244,120,50,0.392,0.981769,89.84694,0,411127.473500287,5276615.371,411126.92003,5276615.383624,-32767,32.770748,19.66245,4.42822,4.42822,0,244,120,50,0.392,0.981768,89.84694,0,411127.481530041,5276615.385124,-0.00802999996813014,-0.0141239995136857,-0.00802975363330916,-0.0141239995136857,0.0162471001028111,0.0162469783551969,27,"T3",2021,27,"27_A_Alt-2_Planned",19,"TSHE",39.2,"Y",15.7,153,0,0,NA,NA,NA,NA,411128.281400846,5276616.34829757,33.6001259119275,27.6763744745625,-1.3694008460152,-0.978797569870949,1.68324191958625,-1.36137084604707,-0.964673570357263,1.66851001729469,1.89999999946622e-05
"27_2_PSME",411115.4955,5276643.819,259.613396,34.302861,20.581717,5.021164,5.021164,0,244,120,50,0.499,0.904079,278.713969,0,411114.960499925,5276643.90100001,411115.53603,5276643.826623,-32767,34.301723,20.581034,5.021164,5.021164,0,244,120,50,0.499,1.258581,286.065524,0,411114.812030175,5276644.03512296,-0.0405299999983981,-0.00762300007045269,0.148469750303775,-0.134122944436967,0.0412406477876412,0.200080561223991,27,"T3",2021,27,"27_A_Alt-2_Planned",2,"PSME",49.9,"Y",14.4,333,0,0,NA,NA,NA,NA,411114.616286804,5276643.16759395,36.7357581833647,31.3822721215232,0.879213195992634,0.651406049728394,1.09423292110516,0.919743195991032,0.659029049798846,1.13147993135122,0.00113799999999742
"27_20_TSHE",411125.424,5276613.151,274.513416,34.780242,20.868144,5.005897,5.005897,0,244,120,50,0.468,0.352513,66.010324,0,411125.619500269,5276613.23800012,411125.626931,5276612.858913,-32767,34.745085,20.847051,5.005897,5.005897,0,244,120,50,0.468,0.648432,0.08726,0,411125.62752985,5276613.25212377,-0.20293099997798,0.292086999863386,-0.00802958104759455,-0.0141236539930105,0.355662489224344,0.0162465926862888,27,"T3",2021,27,"27_A_Alt-2_Planned",20,"TSHE",46.8,"Y",17.5,161,0,0,NA,NA,NA,NA,411126.851192703,5276613.79052493,37.6550891399346,31.2868557805077,-1.42719270300586,-0.639524930156767,1.56392811465399,-1.22426170302788,-0.931611930020154,1.53841395783339,0.0351569999999981
"27_22_PSME",411118.498,5276615.504,270.616013,35.787415,21.472449,5.06389,5.06389,0,244,120,50,0.506,1.085632,115.695855,0,411119.109000239,5276615.20999988,411118.494467,5276615.298742,-32767,35.748545,21.449127,5.06389,5.06389,0,244,120,50,0.506,1.005002,96.83464,0,411119.1170298,5276615.22412411,0.00353300001006573,0.205257999710739,-0.0080295613151975,-0.0141242304816842,0.20528840331184,0.0162470840957463,27,"T3",2021,27,"27_A_Alt-2_Planned",22,"PSME",50.6,"Y",15.1,188,0,0,NA,NA,NA,NA,411119.052236176,5276615.38405216,37.0917454553604,31.6493149146622,-0.554236175958067,0.119947839528322,0.567067212019998,-0.557769175968133,-0.0853101601824164,0.564255506920863,0.0388700000000028
"27_28_PSME",411106.9855,5276626.4125,264.479127,34.172308,20.503385,4.743637,4.743637,0,244,120,50,0.455,0.288723,328.294407,0,411106.894999881,5276626.55900019,411107.083067,5276626.80027,-32767,34.260481,20.556289,4.743637,4.743637,0,244,120,50,0.455,0.702782,239.033708,0,411106.722737701,5276626.58405073,-0.0975670000188984,-0.387769999913871,0.17226218059659,-0.0250505432486534,0.399856089519581,0.174074089344006,27,"T3",2021,27,"27_A_Alt-2_Planned",28,"PSME",45.5,"Y",14.6,252,0,0,NA,NA,NA,NA,411107.268324862,5276625.82545188,34.431040810239,29.6477297296662,-0.282824861991685,0.587048119865358,0.651625197178614,-0.185257861972786,0.974818119779229,0.992265509867515,0.0881729999999976
"27_29_TSHE",411104.94388,5276630.013067,263.021308,30.893776,18.536266,4.338753,4.338753,0,244,120,50,0.381,1.730067,265.537759,0,411104.014000094,5276629.94050044,411104.57703,5276629.044624,-32767,30.72584,18.435504,4.338753,4.338753,0,244,120,50,0.381,1.988012,328.621398,0,411104.02203009,5276629.95462385,0.366849999991246,0.968442999757826,-0.00802999647567049,-0.0141234183683991,1.03559681646552,0.0162465931754357,27,"T3",2021,27,"27_A_Alt-2_Planned",29,"TSHE",38.1,"Y",16.6,261,0,0,NA,NA,NA,NA,411104.758123546,5276627.74028788,32.969581912236,27.1172034286665,0.185756453953218,2.272779119201,2.28035751251013,-0.181093546038028,1.30433611944318,1.31684759364959,0.167935999999997
"27_30_TSHE",411110.494467,5276629.404534,264.488409,32.462547,19.477528,4.452344,4.452344,0,244,120,50,0.395,2.462022,353.847031,0,411110.345000023,5276630.79099975,411110.127987,5276630.745692,-32767,32.87534,19.725204,4.452344,4.452344,0,244,120,50,0.395,0.103106,114.005479,0,411110.182030441,5276630.72162412,0.366480000026058,-1.34115799982101,0.16296958172461,0.0693756360560656,1.39032815223708,0.177121606377308,27,"T3",2021,27,"27_A_Alt-2_Planned",30,"TSHE",39.5,"Y",10.7,265,0,0,NA,NA,NA,NA,411110.49446673,5276629.40453355,33.7700241099073,27.8271525082423,2.70025338977575e-07,4.49828803539276e-07,5.24651919069712e-07,-0.366479730000719,1.34115844964981,1.39032851498072,0.412793000000001
"27_32_PSME",411105.1635,5276635.605,261.174641,33.750918,20.250551,4.795293,4.795293,0,244,120,50,0.463,1.128997,112.921419,0,411105.775999972,5276635.34600001,411105.439947,5276635.591936,-32767,33.726523,20.235914,4.795293,4.795293,0,244,120,50,0.463,0.70484,123.968569,0,411105.7840301,5276635.36012355,-0.276446999981999,0.0130640007555485,-0.00803012796677649,-0.0141235375776887,0.276755509276308,0.0162467617964686,27,"T3",2021,27,"27_A_Alt-2_Planned",32,"PSME",46.3,"Y",16.5,286,0,0,NA,NA,NA,NA,411105.292932017,5276634.88511637,34.858998623375,29.9705802226467,-0.129432016983628,0.719883630052209,0.731426748100995,0.147014982998371,0.70681962929666,0.721946946516903,0.0243949999999984
"27_34_TSHE",411110.962,5276634.65,262.818773,31.314039,18.788423,3.423581,3.423581,0,244,120,50,0.279,0.614374,112.593613,0,411111.272000013,5276634.52099999,411110.94453,5276634.682124,-32767,31.327475,18.796484,3.423581,3.423581,0,244,120,50,0.279,0.669936,113.660726,0,411111.280029756,5276634.53512411,0.017470000020694,-0.0321239996701479,-0.00802974222460762,-0.014124114997685,0.0365670925222489,0.016247073110609,27,"T3",2021,27,"27_A_Alt-2_Planned",34,"TSHE",27.9,"Y",10.9,290,0,0,NA,NA,NA,NA,411110.911100433,5276634.06511956,26.4707605594126,21.3973835635533,0.0508995670243166,0.584880440495908,0.587091045407738,0.0334295670036227,0.617004440166056,0.617909390715725,0.0134359999999987
"27_44_PSME",411129.918,5276624.9255,271.284696,35.355183,21.21311,5.443796,5.443796,0,244,120,50,0.571,0.590668,72.186456,0,411130.264999785,5276625.03699993,411130.264876,5276624.910669,-32767,35.333025,21.199815,5.443796,5.443796,0,244,120,50,0.571,0.228145,3.322528,0,411130.273029998,5276625.05112406,-0.346875999995973,0.014831000007689,-0.00803021289175376,-0.0141241252422333,0.347192911699583,0.0162473146379695,27,"T3",2021,27,"27_A_Alt-2_Planned",44,"PSME",57.1,"Y",10.1,122,0,0,NA,NA,NA,NA,411129.719035771,5276624.98491543,40.2697101779645,34.023723242277,0.198964229028206,-0.0594154298305511,0.207646232170819,0.545840229024179,-0.0742464298382401,0.550866669862039,0.0221579999999975
"27_47_PSME",411120.624,5276623.641,269.37429,33.837798,20.302679,5.06389,5.06389,0,244,120,50,0.506,2.646571,357.523986,0,411120.556499989,5276625.20200003,411120.30566,5276625.047571,-32767,34.257484,20.554491,5.06389,5.06389,0,244,120,50,0.506,0.671575,8.070352,0,411120.362030286,5276625.44512388,0.318339999997988,-1.40657099988312,0.194469702837523,-0.243123847991228,1.44214504586429,0.311332090835134,27,"T3",2021,27,"27_A_Alt-2_Planned",47,"PSME",50.6,"Y",5.4,185,0,0,NA,NA,NA,NA,411120.683108989,5276624.95764863,37.0917454553604,31.6493149146622,-0.0591089889639989,-1.31664863042533,1.31797476780751,-0.377448988961987,0.0899223694577813,0.388012592317992,0.419685999999999
"27_48_TSHE",411116.377,5276629.75,266.234689,34.769094,20.861457,5.700237,5.700237,0,244,120,50,0.572,1.212173,312.24487,0,411115.832499876,5276630.24450012,411116.28703,5276630.238624,-32767,35.097052,21.058232,5.700237,5.700237,0,244,120,50,0.572,0.72966,272.564726,0,411115.840529901,5276630.25862401,0.0899699999717996,-0.488623999990523,-0.00803002575412393,-0.0141238840296865,0.496838016119604,0.0162470124544768,27,"T3",2021,27,"27_A_Alt-2_Planned",48,"TSHE",57.2,"Y",4.6,268,0,0,NA,NA,NA,NA,411116.556552196,5276630.17656231,42.4975611862779,35.6264842330238,-0.179552196001168,-0.426562310196459,0.462811403888217,-0.269522195972968,0.0620616897940636,0.27657524737797,0.327957999999995
"27_7_TSHE",411131.069,5276644.835,261.422289,34.766379,20.859827,5.230241,5.230241,0,244,120,50,0.5,1.663784,322.749801,0,411130.458000186,5276645.63849975,411131.007129,5276644.955887,-32767,34.804391,20.882634,5.230241,5.230241,0,244,120,50,0.5,1.452409,322.166353,0,411130.466029615,5276645.65262288,0.0618710000417195,-0.120887000113726,-0.00802942912559956,-0.0141231259331107,0.135800174678306,0.0162460585437063,27,"T3",2021,27,"27_A_Alt-2_Planned",7,"TSHE",50,"Y",17.1,32,0,0,NA,NA,NA,NA,411130.215369418,5276644.83872244,39.2230713977191,32.6890041431231,0.853630582045298,-0.00372244045138359,0.853638698259345,0.791759582003579,0.117164559662342,0.800381640053888,0.0380120000000019
